event,gtime,nest_id,ind_id,mom_id,dad_id,is_mated,mate_id,current_foraging,next_foraging,num_female_larva,num_larva,t_birth,is_alive,t_death,dispersal,choice_int,choice_slope,num_femlarva,num_malelarva,num_adults
1871,94.4717,1,105,48,11,1,52,1,0,2,5,43.3983,1,-1,-5,0,0,2,4,84
1872,94.5105,6,316,157,107,1,106,0,1,1,2,71.282,1,-1,-5,0,0,3,3,139
1873,94.5384,6,524,200,147,1,405,1,0,0,1,82.3595,1,-1,-5,0.00434973,0,2,3,140
1874,94.5719,4,36,4,-1,1,288,1,1,0,3,71.48,1,-1,-5,0,0,2,1,15
1875,94.5953,6,627,163,111,1,587,0,0,0,0,86.4724,1,-1,-5,0,0,3,3,140
1876,94.6037,2,265,14,16,1,484,1,0,0,0,88.4124,1,-1,-5,0,0,8,9,28
1877,94.6098,9,334,46,16,1,75,0,1,0,1,71.8045,1,-1,-5,0,0,0,1,28
1878,94.6115,8,296,8,-1,1,120,0,0,0,1,82.4341,1,-1,-5,0,0,1,4,6
1879,94.6343,1,285,131,24,1,160,0,1,1,4,67.093,1,-1,-5,0,0,2,5,84
1880,94.6481,6,722,404,53,1,709,0,1,0,0,89.6591,1,-1,-5,0,-0.00224007,3,4,140
1881,94.6542,8,606,97,240,1,378,0,1,0,1,86.0259,1,-1,-5,0,0,2,4,6
1882,94.6575,6,30,19,16,1,15,0,0,6,8,16.4717,1,-1,-5,0,0,3,5,140
1883,94.6642,7,485,199,205,1,31,1,1,1,2,82.5096,1,-1,-5,0,0,0,0,58
1884,94.6723,7,746,299,11,1,743,0,0,0,0,90.4031,1,-1,-5.03942,0,0,0,1,58
1885,94.6749,1,735,415,397,1,11,0,0,0,0,89.6839,1,-1,-5.06232,0,0,3,5,84
1886,94.6777,9,631,46,16,1,755,0,0,0,0,90.5671,1,-1,-5,0,0,0,2,28
1887,94.6793,9,203,121,116,1,181,0,1,2,3,61.2573,1,-1,-5,0,0,0,3,28
1888,94.7078,6,330,168,107,1,158,1,0,0,2,71.3347,1,-1,-5,0,0,2,5,141
1889,94.7099,6,303,170,93,1,99,1,0,1,4,69.55,1,-1,-5,0,0,2,4,141
1890,94.7206,0,623,251,246,1,366,1,1,0,1,86.8677,1,-1,-5,0,0,0,4,26
1891,94.7567,7,258,138,123,1,153,1,1,4,4,66.9496,1,-1,-5,0,0,0,0,58
1892,94.7687,0,377,130,98,1,304,0,1,3,3,76.4436,1,-1,-5,0,0,0,5,26
1893,94.7688,6,425,109,11,1,327,1,0,1,2,78.7069,1,-1,-5,0,0,2,3,141
1894,94.7718,1,131,88,49,1,24,0,1,2,5,50.2339,1,-1,-5,0,0,3,6,84
1895,94.7785,0,130,0,-1,1,98,0,1,3,4,54.0257,1,-1,-5,0,0,1,5,26
1896,94.7898,9,763,451,247,1,93,1,0,0,0,90.8681,1,-1,-5,0,0,0,2,28
1897,94.8161,6,531,291,259,1,27,0,1,0,1,82.8305,1,-1,-5,0,0,2,4,141
1898,94.8254,6,798,636,153,1,730,1,0,0,0,91.7929,1,-1,-5,0,0,2,3,141
1899,94.8511,6,127,28,37,1,44,1,1,2,5,48.5847,1,-1,-5,0,0,1,3,142
1900,94.8632,6,109,58,24,1,11,0,1,3,5,45.3629,1,-1,-5,0,0,1,4,142
1901,94.8766,9,672,9,-1,1,500,1,0,0,0,87.7414,1,-1,-5,0,0,0,1,28
1902,94.8791,1,242,88,49,1,240,1,1,3,4,65.8067,1,-1,-5,0,0,3,5,84
1903,94.8918,7,632,277,42,1,104,1,1,0,1,86.9357,1,-1,-5,0,0,0,0,58
1904,94.8941,8,8,-1,-1,1,-1,0,0,3,10,0,1,-1,-5,0,0,2,5,6
1905,94.8992,6,224,69,31,1,182,1,1,1,4,60.9191,1,-1,-5,0,0,1,3,142
1906,94.9231,7,456,258,153,1,195,0,0,0,0,83.2418,1,-1,-5,0,0,1,0,58
1907,94.9349,0,629,130,98,1,261,0,1,0,0,87.158,1,-1,-5,0,0,2,5,26
1908,94.9544,2,234,177,86,1,428,0,1,0,0,90.0909,1,-1,-5,0,-0.00224007,8,10,28
1909,94.9561,1,222,55,39,1,244,0,0,0,3,67.2786,1,-1,-5,0,0,4,5,84
1910,94.9627,4,134,51,43,1,75,1,0,1,3,64.2729,1,-1,-5,0,0,2,0,15
1911,94.9725,1,752,399,388,1,574,1,0,0,0,91.1022,1,-1,-5,0,0,4,4,84
1912,94.9825,0,608,40,57,1,616,0,1,0,0,87.122,1,-1,-5,0,-0.00771358,2,6,26
1913,95.0091,0,74,0,-1,1,124,0,1,1,3,65.7111,1,-1,-5,0,0,3,6,26
1914,95.0294,1,209,95,15,1,280,0,0,3,4,68.6093,1,-1,-5,0,0,5,4,84
1915,95.0454,6,69,28,37,1,31,1,1,5,9,38.4035,1,-1,-5,0,0,1,2,142
1916,95.0477,6,553,381,248,1,529,1,1,0,0,83.9742,1,-1,-5,0,-0.0115551,0,2,143
1917,95.0486,6,463,379,76,1,137,0,1,0,0,80.0609,1,-1,-5,0,0,1,2,143
1918,95.0696,6,364,188,37,1,305,1,1,1,2,76.1092,1,-1,-5,0,0,1,1,143
1919,95.0874,1,395,55,39,1,259,1,1,0,1,75.9547,1,-1,-5,0,0,4,4,85
1920,95.0983,7,427,7,-1,1,421,0,0,0,1,79.9471,1,-1,-4.97263,0,-0.00224007,1,1,58
1921,95.1206,1,215,148,38,1,50,0,0,0,1,68.2762,1,-1,-5,0,-0.0677664,5,4,85
1922,95.1374,7,732,455,387,1,290,0,1,0,0,90.5125,1,-1,-5,0,0,2,1,58
1923,95.1397,1,518,216,91,1,462,1,1,1,1,83.7067,1,-1,-5,0,0,4,4,86
1924,95.1619,1,399,285,160,1,388,0,0,1,2,78.0715,1,-1,-5,0,0,4,5,86
1925,95.1766,1,48,1,-1,1,11,1,0,4,8,34.8322,1,-1,-5,0,0,3,5,87
1926,95.178,6,313,145,135,1,158,1,0,0,1,73.8091,1,-1,-5,0,0,0,1,144
1927,95.182,7,547,258,153,1,449,1,0,1,2,83.6737,1,-1,-5,0,0,1,1,59
1928,95.212,6,611,490,323,1,318,0,1,0,1,85.9927,1,-1,-5,0,-0.00224007,0,2,144
1929,95.2184,7,389,297,116,1,57,1,1,1,2,76.5233,1,-1,-5,0,0,1,0,59
1930,95.2272,7,365,142,116,1,125,0,1,2,2,82.2582,1,-1,-5,0,0,1,1,59
1931,95.2321,7,775,625,529,1,492,1,0,0,0,91.9887,1,-1,-5,0,0,1,0,59
1932,95.2525,7,239,87,93,1,205,1,0,3,3,78.6947,1,-1,-5,0,0,0,0,60
1933,95.2648,9,559,452,98,1,442,0,0,0,0,87.5623,1,-1,-5,0,0,0,2,28
1934,95.2681,1,374,88,49,1,16,0,0,1,2,74.3609,1,-1,-5,0,0,4,5,87
1935,95.2864,6,561,298,237,1,502,1,1,0,0,84.2986,1,-1,-5,0,0.0164905,0,1,144
1936,95.2904,0,741,377,304,1,686,0,0,0,0,90.6026,1,-1,-5,0,0,3,7,26
1937,95.2967,4,355,134,75,1,244,1,0,1,3,73.451,1,-1,-5,0,0,1,0,16
1938,95.3117,0,282,207,49,1,86,1,0,2,4,67.3487,1,-1,-5,0,0,3,6,26
1939,95.3324,2,417,119,16,1,450,1,0,1,2,82.9194,1,-1,-5,0,0,7,10,29
1940,95.3401,6,491,287,212,1,27,1,0,0,0,80.8892,1,-1,-5,0,-0.00224007,0,0,144
1941,95.3409,6,538,136,39,1,349,0,0,1,1,83.1168,1,-1,-5,0,0,0,1,144
1942,95.3463,6,278,202,66,1,16,0,0,1,1,67.6754,0,95.3463,-5,0,0,0,1,143
1943,95.3493,6,675,534,269,1,120,1,1,0,0,88.4292,1,-1,-5,0,0,0,0,143
1944,95.3535,6,794,493,126,1,391,1,1,0,0,91.6348,1,-1,-5,0,0,0,0,143
1945,95.3778,1,101,68,16,1,91,1,0,2,7,46.4936,1,-1,-5,0,0,3,5,88
1946,95.3792,6,413,236,66,1,112,0,1,0,0,76.8128,1,-1,-5,0,0,1,0,143
1947,95.3859,9,9,-1,-1,1,-1,1,0,7,10,0,1,-1,-5,0,0,0,1,28
1948,95.4015,6,229,188,37,1,205,0,1,0,2,63.8891,1,-1,-5,0,0,2,0,143
1949,95.4155,6,110,92,60,1,52,1,0,2,6,43.492,1,-1,-5,0,0,1,0,144
1950,95.4703,6,276,78,53,1,272,1,1,0,1,73.1442,1,-1,-5,0,-0.00224007,0,0,145
1951,95.473,1,262,1,-1,1,254,1,1,1,3,64.8906,1,-1,-5,0,0,3,4,88
1952,95.4809,2,498,2,-1,1,396,0,1,0,0,87.9454,1,-1,-5,0,0,8,10,29
1953,95.4827,1,458,148,38,1,100,0,0,0,2,81.5687,1,-1,-5,0,0,4,4,88
1954,95.486,1,494,343,72,1,50,0,1,0,0,81.1977,1,-1,-4.95225,0,-0.0392998,5,4,88
1955,95.4924,7,544,347,390,1,500,0,0,1,1,83.6162,1,-1,-5,0.00841889,0,0,1,60
1956,95.5008,6,534,316,106,1,269,0,1,1,1,83.096,1,-1,-5,0,0,1,0,145
1957,95.5052,1,568,335,166,1,328,0,1,1,1,86.3975,1,-1,-5,0,-0.00224007,5,5,88
1958,95.5101,1,505,337,266,1,486,0,0,2,2,82.5777,1,-1,-5,0,0,6,5,88
1959,95.5131,7,347,138,123,1,390,0,0,1,1,78.9017,1,-1,-5,0,0,0,2,60
1960,95.5192,7,642,504,47,1,70,1,0,0,1,88.145,1,-1,-5,0,0,0,1,60
1961,95.5223,6,438,79,27,1,257,0,1,0,1,79.6337,1,-1,-5,0,0,2,0,145
1962,95.5254,6,699,293,11,1,386,1,0,0,0,88.4404,1,-1,-5,0,0,1,0,146
1963,95.5349,6,133,19,16,1,73,1,0,2,2,58.8079,1,-1,-5,0,0,0,0,147
1964,95.5358,7,688,547,449,1,633,1,0,0,0,88.6837,1,-1,-5,0,0,0,0,60
1965,95.5506,6,287,168,107,1,212,1,0,2,2,69.4171,1,-1,-5,0,0,0,0,147
1966,95.5542,9,510,169,112,1,394,1,1,0,1,82.7948,1,-1,-5,0,0.0402598,0,0,28
1967,95.561,9,452,9,-1,1,98,1,1,2,2,79.3809,1,-1,-5,0,0,0,0,28
1968,95.5677,2,311,177,86,1,434,0,0,0,1,79.1937,1,-1,-5,0,-0.00224007,9,10,29
1969,95.5693,6,444,291,259,1,257,1,1,0,0,80.9216,1,-1,-5,0,0,0,0,147
1970,95.5909,7,654,239,205,1,684,1,1,0,0,91.6886,1,-1,-5,0,0,0,0,60
1971,95.602,2,472,225,241,1,171,0,1,0,0,91.5561,1,-1,-5,0,0,10,10,29
1972,95.6251,6,796,478,256,1,597,1,1,0,0,91.8146,1,-1,-5,0,0,0,0,147
1973,95.6297,6,459,193,153,1,397,0,1,1,1,79.8915,1,-1,-5,0,0.0111003,1,0,147
1974,95.6538,7,356,82,34,1,152,1,0,0,0,77.1939,1,-1,-4.97263,0,0,0,0,60
1975,95.6911,6,446,59,39,1,18,1,0,1,2,79.4582,1,-1,-5,0,0,0,0,148
1976,95.7044,6,431,224,182,1,388,1,0,0,0,78.3312,1,-1,-5,0,0,0,0,148
1977,95.7054,4,530,355,244,1,210,0,0,1,1,82.9373,1,-1,-5,0,0,1,1,16
1978,95.7126,7,87,54,31,1,93,1,0,4,7,44.9997,1,-1,-5,0,-0.00224007,0,0,60
1979,95.7206,6,28,6,-1,1,37,0,1,6,11,20.407,1,-1,-5,0,0,0,1,148
1980,95.7369,4,51,4,-1,1,43,0,0,2,7,31.2262,1,-1,-5,0,0,2,1,16
1981,95.7585,7,638,485,31,1,243,1,0,0,0,88.5994,1,-1,-5,0,0,0,0,60
1982,95.7637,0,376,251,246,1,323,1,0,1,2,75.6145,1,-1,-5,0,0,3,5,26
1983,95.7784,1,88,68,16,1,49,1,0,3,6,38.4011,1,-1,-5,0,0,6,4,88
1984,95.7902,4,508,221,247,1,314,0,0,1,1,83.0617,1,-1,-5,0,0,2,2,16
1985,95.792,1,753,131,24,1,439,1,1,0,0,91.9773,1,-1,-5,0,0,6,3,88
1986,95.8267,1,620,216,91,1,90,1,1,1,1,88.272,1,-1,-5,0,0,5,3,89
1987,95.8306,6,338,92,60,1,75,1,0,1,3,72.2707,1,-1,-5,0,0,0,0,148
1988,95.8463,4,683,530,210,1,440,0,1,0,0,91.1245,1,-1,-5,0,-0.00224007,2,3,16
1989,95.8536,1,337,148,38,1,266,1,1,1,3,71.7571,1,-1,-5,0,0,5,2,89
1990,95.8583,1,343,252,195,1,72,1,1,1,2,71.9455,1,-1,-5,0,-0.0392998,5,1,89
1991,95.8865,6,281,141,117,1,33,0,1,1,3,67.5042,1,-1,-5,-0.0212152,0,1,0,148
1992,95.9005,1,335,23,16,1,166,0,0,1,2,72.4197,1,-1,-5,0,0,6,1,89
1993,95.9047,6,122,94,43,1,27,1,1,0,4,49.4905,1,-1,-5,0,0,0,0,149
1994,95.9186,6,92,30,15,1,60,1,0,7,8,38.6517,1,-1,-5,0,0,0,0,149
1995,95.9278,6,354,200,147,1,283,0,0,0,0,72.7019,1,-1,-5,0.00434973,0,1,0,149
1996,95.9401,7,82,20,42,1,34,1,1,4,8,41.9146,1,-1,-5.01476,0,-0.00224007,0,0,60
1997,95.9419,2,14,2,-1,1,16,0,0,4,10,8.22663,1,-1,-5,0,0,11,10,29
1998,95.9606,1,614,320,182,1,106,1,0,1,1,88.3307,1,-1,-5,0.00712395,0,6,0,89
1999,95.9651,7,199,142,116,1,205,1,1,3,3,67.702,1,-1,-5,0.0280902,0,0,0,60
2000,95.9658,7,175,54,31,1,66,0,1,1,5,55.2913,1,-1,-5,0,0.00240011,0,1,60
2001,95.9756,4,113,4,-1,1,140,0,0,1,4,56.1277,1,-1,-5,0,0,3,3,16
2002,95.9886,6,649,437,259,1,185,0,1,1,1,87.3217,1,-1,-5,0,0,1,1,149
2003,95.9966,6,652,78,53,1,323,0,1,0,0,88.1427,1,-1,-5,0,-0.00224007,2,1,149
2004,96.0023,6,163,127,44,1,111,1,0,2,3,57.677,1,-1,-5,0,0,2,0,149
2005,96.0282,8,501,97,240,1,439,0,0,0,1,82.892,1,-1,-5,0,0,2,6,6
2006,96.0375,7,495,54,31,1,468,0,1,1,1,83.1876,1,-1,-5,0,-0.00224007,1,1,60
2007,96.0474,1,781,568,328,1,116,0,0,0,0,91.4511,1,-1,-5,0,0,6,1,89
2008,96.0563,6,832,479,38,1,807,1,0,0,0,92.7355,1,-1,-5,0,0,1,0,150
2009,96.0615,6,823,379,76,1,484,1,1,0,0,92.5377,1,-1,-5,0,0,0,0,151
2010,96.0663,1,23,1,-1,1,16,1,0,6,11,15.7239,1,-1,-5,0,0,5,1,90
2011,96.0734,6,806,649,185,1,541,1,0,0,0,92.1742,1,-1,-5,0,0,0,0,151
2012,96.0847,9,461,197,72,1,146,1,0,1,1,81.1194,1,-1,-5,0,0,0,0,28
2013,96.0865,4,678,218,86,1,462,0,0,0,0,88.3861,1,-1,-5,0,-0.00224007,4,3,16
2014,96.091,4,360,218,86,1,244,0,0,0,1,76.3383,1,-1,-5,0,-0.00224007,4,4,16
2015,96.0975,1,115,55,39,1,15,0,1,3,6,46.7008,1,-1,-5,0,0,6,1,90
2016,96.1004,6,291,110,52,1,259,1,1,2,4,70.2938,1,-1,-5,0,0,0,0,151
2017,96.1024,6,692,298,237,1,249,0,0,0,0,88.3821,1,-1,-5,0,0,0,1,151
2018,96.1082,6,144,78,53,1,33,0,1,2,6,50.8176,1,-1,-5,0,-0.00224007,0,2,151
2019,96.1095,6,493,188,37,1,126,0,1,2,2,81.7957,1,-1,-5,0,0,1,2,151
2020,96.1246,1,96,55,39,1,106,1,0,3,5,65.5062,1,-1,-5,-0.0354629,0,5,1,91
2021,96.1926,4,398,150,146,1,268,0,1,1,2,76.4955,1,-1,-5,0,0,5,4,16
2022,96.2307,6,344,28,37,1,93,0,1,0,2,76.0971,1,-1,-5,0,0,2,2,151
2023,96.2395,6,342,19,16,1,125,1,1,1,2,73.2879,1,-1,-5,0,0,2,1,151
2024,96.2396,1,55,23,16,1,39,1,1,6,8,31.045,1,-1,-5,0,0,4,1,92
2025,96.2429,6,437,342,125,1,259,0,1,2,2,79.3959,1,-1,-5,0,0,2,2,151
2026,96.2561,7,771,544,500,1,607,1,0,0,0,92.2982,1,-1,-4.99049,0.00841889,0,0,1,61
2027,96.2616,1,445,242,240,1,370,0,0,1,2,79.2958,1,-1,-5,0.000672298,0,5,1,92
2028,96.2732,6,636,493,126,1,153,0,0,1,1,86.7415,1,-1,-5,0,0,3,2,151
2029,96.2872,6,522,141,117,1,66,1,1,0,2,82.2675,0,96.2872,-5,0,0,3,2,150
2030,96.2883,4,150,4,-1,1,146,0,0,1,3,67.8462,1,-1,-5,0,0,6,4,16
2031,96.2891,6,478,144,33,1,256,0,1,1,1,80.5888,1,-1,-5,0,0,3,3,150
2032,96.3135,6,548,425,327,1,161,1,1,1,2,83.5442,1,-1,-5,0,0,3,2,150
2033,96.3217,6,136,92,60,1,39,1,1,4,6,48.9111,1,-1,-5,0,0,2,2,151
2034,96.3292,6,779,437,259,1,396,0,0,0,0,91.336,1,-1,-5,0,0,2,3,151
2035,96.3345,6,191,92,60,1,37,1,1,2,4,61.0291,1,-1,-5,0,0,2,2,151
2036,96.336,1,769,187,212,1,182,0,0,0,0,91.6685,1,-1,-5,0,-0.00224007,5,2,92
2037,96.371,7,297,82,34,1,116,0,0,1,3,71.1108,1,-1,-4.97263,0,0,0,2,61
2038,96.3747,6,157,69,31,1,107,1,1,3,3,54.5609,1,-1,-5,0,0,2,1,151
2039,96.3819,2,230,2,-1,1,106,1,0,1,2,69.0086,1,-1,-5,0,0,10,10,30
2040,96.3855,6,168,59,39,1,107,0,1,4,6,57.6349,1,-1,-5,0,0,2,2,151
2041,96.4023,6,622,278,16,1,174,1,0,0,0,86.3984,1,-1,-5,0,0,1,2,152
2042,96.4026,7,653,138,123,1,449,0,1,0,0,88.6468,1,-1,-5,0,0,0,3,61
2043,96.4085,1,537,96,106,1,75,0,0,0,1,84.3933,1,-1,-5,0,0,6,2,92
2044,96.4097,0,85,0,-1,1,154,1,1,1,5,55.2589,1,-1,-5,0,0,2,5,27
2045,96.4098,6,322,133,73,1,332,0,1,0,2,73.1188,1,-1,-5,0.0018077,0,1,3,152
2046,96.4123,6,590,404,53,1,159,1,0,0,1,85.1038,1,-1,-5,0,-0.00224007,0,3,153
2047,96.4341,7,54,7,-1,1,31,0,0,4,7,31.0912,1,-1,-5,0,-0.00224007,0,4,61
2048,96.455,1,523,414,257,1,39,0,0,0,0,84.8366,1,-1,-5,0,-0.00224007,6,3,92
2049,96.4571,9,792,452,98,1,128,0,1,0,0,91.7481,1,-1,-5,0,0,1,0,28
2050,96.4723,6,533,79,27,1,31,0,0,0,0,82.8971,1,-1,-5,0,0,0,4,153
2051,96.4781,1,329,219,237,1,43,0,0,0,2,71.6394,1,-1,-5,0,0,6,4,92
2052,96.4934,6,545,151,123,1,192,0,1,0,1,83.4262,1,-1,-5,0,0,0,5,153
2053,96.4958,7,789,258,153,1,755,1,1,0,0,93.4834,1,-1,-5,0,0,0,3,61
2054,96.5011,7,165,82,34,1,132,1,1,0,4,61.3213,1,-1,-4.97263,0,-0.00224007,0,2,61
2055,96.5114,6,839,202,66,1,709,1,1,0,0,93.2796,1,-1,-5,0,0,0,4,153
2056,96.5229,7,138,67,38,1,123,0,0,5,5,52.1919,1,-1,-5,0,0,0,3,61
2057,96.5296,7,787,389,57,1,766,0,0,0,0,91.9309,1,-1,-5,0,-0.00771358,1,3,61
2058,96.555,7,7,-1,-1,1,-1,1,1,6,12,0,1,-1,-4.97263,0,-0.00224007,1,2,61
2059,96.6123,2,375,177,86,1,210,1,0,1,1,84.7425,1,-1,-5,0,-0.00224007,9,10,31
2060,96.6169,2,83,14,16,1,62,1,0,5,8,38.4177,1,-1,-5,0,0,9,9,31
2061,96.6252,0,487,207,49,1,198,1,1,0,1,81.3199,1,-1,-5,0,0,2,4,27
2062,96.6421,6,79,58,24,1,27,0,0,2,9,35.1145,1,-1,-5,0,0,1,4,153
2063,96.6461,1,868,95,15,1,780,1,1,0,0,93.6002,1,-1,-5,0,0,6,3,92
2064,96.6569,1,324,115,15,1,237,0,0,0,0,71.046,1,-1,-5,0,0,6,4,92
2065,96.666,1,156,48,11,1,116,0,0,0,3,63.7648,1,-1,-5,0,0,6,5,92
2066,96.6677,6,292,19,16,1,43,1,0,2,2,69.6994,1,-1,-5,0,-0.0794518,1,3,153
2067,96.6743,2,220,14,16,1,253,0,0,2,2,72.5857,1,-1,-5,0,0,10,9,31
2068,96.6751,6,381,151,123,1,248,1,1,1,3,75.7519,1,-1,-5,0,0.0337745,1,2,153
2069,96.6874,1,836,614,106,1,755,1,0,0,0,93.5668,1,-1,-5,0,0,6,4,92
2070,96.6931,6,379,136,39,1,76,0,1,3,3,74.9896,1,-1,-5,0,0,2,2,153
2071,96.7264,6,650,69,31,1,243,0,1,0,1,87.3993,1,-1,-5,0,0,3,2,153
2072,96.7271,9,380,196,153,1,349,0,0,1,3,75.4568,1,-1,-5,0,0,1,1,28
2073,96.7399,2,155,14,16,1,436,0,1,0,0,92.1786,1,-1,-5,0,0,10,10,31
2074,96.7607,1,252,95,15,1,195,1,1,4,5,67.6855,1,-1,-5,0,0,5,4,93
2075,96.7655,6,707,19,16,1,275,0,0,0,0,88.718,1,-1,-5,0,0,3,3,153
2076,96.7679,6,58,28,37,1,24,0,0,5,9,29.8786,1,-1,-5,0,0,3,4,153
2077,96.7771,0,793,282,86,1,736,1,0,0,0,93.0547,1,-1,-5,0,-0.00224007,2,3,27
2078,96.7825,6,298,180,116,1,237,1,0,2,3,68.7873,1,-1,-5,0,0,2,4,154
2079,96.7906,6,293,232,162,1,11,0,0,1,1,72.8991,1,-1,-5,0,0,2,5,154
2080,96.797,2,225,83,62,1,241,1,1,1,3,75.7776,1,-1,-5,0,0,9,10,32
2081,96.8185,1,772,505,486,1,368,0,0,0,0,91.8251,1,-1,-5,0,0,6,4,93
2082,96.8186,6,843,157,107,1,114,1,0,0,0,93.0066,1,-1,-5,0,0,2,4,154
2083,96.8256,1,415,252,195,1,397,1,1,1,1,77.9847,1,-1,-5,0,-0.0392998,6,3,93
2084,96.8284,1,560,445,370,1,160,1,0,0,1,84.4391,1,-1,-5,0,0,5,3,94
2085,96.8647,1,701,447,241,1,128,0,0,1,1,88.608,1,-1,-5,0,-0.00224007,5,4,94
2086,96.8697,6,852,191,37,1,705,1,1,0,0,93.2801,1,-1,-5,0,0,2,3,154
2087,96.8809,7,455,340,52,1,387,1,1,1,1,81.5088,1,-1,-5,0,0,1,1,61
2088,96.8909,1,712,95,15,1,612,1,0,0,0,89.6363,1,-1,-5,0,0,4,4,95
2089,96.9014,6,306,58,24,1,135,1,0,0,2,70.0862,1,-1,-5,0,0,2,2,154
2090,96.9026,9,550,284,259,1,162,0,1,1,2,84.1941,1,-1,-5,0,0,1,2,28
2091,96.9187,2,400,2,-1,1,506,1,1,1,2,84.6059,1,-1,-5,0,0,9,9,32
2092,96.9201,6,565,446,18,1,290,0,0,0,0,84.7057,1,-1,-5,0,0,2,3,154
2093,96.9258,6,584,279,71,1,386,0,0,0,0,85.1736,1,-1,-5,0,0,2,4,154
2094,96.9304,6,200,109,11,1,147,0,1,2,4,63.3011,1,-1,-5,0,0,3,4,154
2095,96.9378,6,599,191,37,1,152,0,0,0,0,85.4817,1,-1,-5,0,0,3,5,154
2096,96.9452,6,595,170,93,1,247,1,0,0,1,85.3242,1,-1,-5,0,0,3,4,154
2097,96.9463,6,826,338,75,1,711,0,1,0,0,92.5812,1,-1,-5,0,0,3,5,154
2098,96.9483,6,184,19,16,1,53,1,1,2,5,61.3694,1,-1,-5,0,0,3,4,154
2099,96.9509,6,717,92,60,1,112,1,0,0,1,89.2215,1,-1,-5,0,0,3,3,154
2100,96.9764,6,409,28,37,1,124,1,1,0,1,76.6642,1,-1,-5,0,0,2,3,155
2101,97.0028,0,723,32,52,1,411,1,0,0,0,90.6997,1,-1,-5,0,0,2,2,27
2102,97.0184,7,786,495,468,1,266,0,1,0,0,92.0868,1,-1,-5,0,-0.00224007,1,2,61
2103,97.0497,6,572,92,60,1,391,0,1,0,1,84.8893,1,-1,-5,0,0.0452745,2,4,155
2104,97.0603,4,4,-1,-1,1,-1,0,1,6,14,0,1,-1,-5,0,0,6,5,16
2105,97.0638,7,583,199,205,1,65,0,0,0,0,85.2067,1,-1,-5,0.0280902,0,1,3,61
2106,97.0651,6,429,30,15,1,90,0,1,0,2,79.9588,1,-1,-5,-0.0172011,0,3,4,155
2107,97.0713,6,145,94,43,1,135,0,0,2,3,53.9913,1,-1,-5,0,0,4,4,155
2108,97.0752,6,648,528,249,1,552,1,0,0,0,87.0729,1,-1,-5,0,0,4,3,155
2109,97.092,6,748,593,345,1,210,1,0,0,0,90.1113,1,-1,-5,-0.0226714,0.0200275,4,2,155
2110,97.1167,6,422,180,116,1,125,1,0,0,2,77.4135,1,-1,-5,0,0,3,2,156
2111,97.1255,6,404,127,44,1,53,1,0,2,2,76.6098,1,-1,-5,0,0,2,2,157
2112,97.1429,1,216,23,16,1,91,1,1,2,3,62.242,1,-1,-5,0,0,3,4,96
2113,97.1479,1,808,262,254,1,809,1,0,0,0,93.9225,1,-1,-5,0,0,3,3,96
2114,97.1622,1,819,23,16,1,773,0,1,0,0,92.9989,1,-1,-5,0,0,3,4,96
2115,97.1686,1,320,242,240,1,182,1,1,1,4,71.4461,1,-1,-5,0,0,3,3,96
2116,97.1817,6,562,379,76,1,161,0,1,0,1,84.4735,1,-1,-5,0,0,3,2,157
2117,97.2035,2,177,119,16,1,86,1,0,4,5,57.1929,1,-1,-5,0,0,9,8,32
2118,97.2072,9,471,380,349,1,27,1,1,1,2,85.1009,1,-1,-5,0,0,0,2,29
2119,97.213,1,179,115,15,1,201,1,1,1,4,66.1075,1,-1,-5,0,0,2,3,97
2120,97.2198,6,19,6,-1,1,16,0,0,8,13,4.62331,1,-1,-5,0,0,4,2,157
2121,97.2225,7,336,67,38,1,411,0,1,2,2,80.328,1,-1,-5,0,0,1,4,61
2122,97.2244,7,504,142,116,1,47,1,1,1,1,82.2678,1,-1,-5,0,0,1,3,61
2123,97.2271,2,89,2,-1,1,73,0,1,3,10,41.1687,1,-1,-5,0,0,9,9,32
2124,97.2284,6,687,168,107,1,146,0,1,0,1,88.1931,1,-1,-5,0,0,4,3,157
2125,97.23,6,499,281,33,1,192,1,1,0,1,81.2809,1,-1,-5,0,0,3,3,158
2126,97.2304,6,739,30,15,1,569,1,1,0,0,89.9918,1,-1,-5,0,0,2,3,159
2127,97.2435,1,679,96,106,1,264,1,1,0,1,88.6315,1,-1,-5,0,0,2,2,97
2128,97.2544,6,876,103,77,1,39,1,0,0,0,93.8642,1,-1,-5,0,0,2,2,159
2129,97.2746,1,665,23,16,1,454,1,0,0,0,89.9439,1,-1,-5,0,0,1,2,98
2130,97.2769,7,299,175,66,1,11,1,1,1,1,78.5012,1,-1,-5.03942,0,-0.00224007,1,2,61
2131,97.277,9,451,196,153,1,247,1,1,1,2,81.3027,1,-1,-5,0,0,0,1,29
2132,97.2818,2,835,375,210,1,512,1,1,0,0,93.4632,1,-1,-5,0,-0.00224007,9,8,32
2133,97.2908,1,231,48,11,1,149,1,0,0,4,68.8983,1,-1,-5,0,0,1,1,98
2134,97.3079,1,817,55,39,1,708,0,0,0,0,92.3431,1,-1,-5,0,0,1,2,98
2135,97.3243,1,870,179,201,1,514,1,1,0,0,93.9333,1,-1,-5,0,0,0,2,99
2136,97.3449,1,373,68,16,1,149,0,1,0,0,74.4544,1,-1,-5,0,0,0,3,99
