dForagingSD,dForagingMean,gtime,event,choice_int_avg,choice_int_std,choice_slope_avg,choice_slope_std,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std
0.5,1,8580.22,2546101,-0.00124152,0.0573992,-0.0382448,0.059986,-4.98252,0.0607177,1034,7319,1,0.2,2,3.83588,2,3.63235,5,6.8913
0.5,1,8590.22,2549086,-0.000573836,0.056824,-0.0369794,0.0588073,-4.98276,0.0611366,1035,7676,1,0.207364,3,3.85513,2,3.80079,5,7.19236
0.5,1,8600.22,2552076,-0.000180556,0.0560205,-0.0367691,0.0585931,-4.98309,0.0613436,1034,4069,1,0.204939,2,2.34862,2,2.25898,4,4.11667
0.5,1,8610.22,2555063,5.04612e-05,0.056216,-0.0366249,0.0586498,-4.98387,0.0607652,1033,4495,1,0.212132,2,2.48958,2,2.46028,4,4.43993
0.5,1,8620.22,2558060,0.000598817,0.0574074,-0.0367829,0.0574287,-4.98325,0.0614914,1036,4919,1,0.219089,2,2.69054,2,2.73386,5,4.83353
0.5,1,8630.22,2561072,0.00125843,0.0577645,-0.0374042,0.0579108,-4.982,0.0613267,1033,5354,1,0.212132,2,2.85394,2,2.88115,5,5.14023
0.5,1,8640.22,2564028,0.000431218,0.0579559,-0.0380555,0.0582707,-4.98133,0.061249,1032,5767,1,0.209762,2,3.08172,2,2.99583,5,5.45747
0.5,1,8650.22,2567024,0.000646925,0.0575986,-0.0379201,0.0584699,-4.98099,0.0613729,1034,6192,1,0.209762,2,3.19515,2,3.18763,5,5.74439
0.5,1,8660.22,2570014,0.000203339,0.0577564,-0.037945,0.0584442,-4.98141,0.0626725,1037,6576,1,0.225832,2,3.39765,2,3.324,5,6.08777
0.5,1,8670.22,2573005,-0.000696125,0.0579081,-0.0389546,0.0587832,-4.98126,0.0631328,1038,6967,1,0.228035,2,3.47894,2,3.53171,5,6.41311
0.5,1,8680.22,2575977,-0.0012021,0.0580925,-0.0384085,0.0586376,-4.98146,0.0623452,1038,7360,1,0.228035,2,3.62836,3,3.58887,6,6.6742
0.5,1,8690.22,2578964,-0.00116566,0.0583883,-0.0386105,0.0599285,-4.98233,0.0625026,1033,7715,1,0.202485,3,3.71362,3,3.75087,6,7.03818
0.5,1,8700.22,2581947,-0.000968692,0.058097,-0.0388878,0.0601594,-4.98137,0.0623623,1037,4049,1,0.212132,2,2.41454,2,2.35181,4,4.26415
0.5,1,8710.22,2584938,-0.000819516,0.0588319,-0.039188,0.0601182,-4.98176,0.0617797,1037,4471,1,0.212132,2,2.60423,2,2.5499,4,4.66669
0.5,1,8720.22,2587930,-0.000178232,0.0587473,-0.0393666,0.060117,-4.98158,0.0622046,1035,4868,1,0.212132,2,2.79177,2,2.76912,5,4.94389
0.5,1,8730.22,2590922,-0.000349507,0.058876,-0.0395919,0.0606473,-4.9815,0.0617048,1038,5273,1,0.209762,2,3.02506,2,2.92216,5,5.31714
0.5,1,8740.22,2593924,-0.000798961,0.0589932,-0.0399133,0.0608051,-4.98156,0.0619715,1043,5682,1,0.221359,2,3.13449,2,3.14627,5,5.65155
0.5,1,8750.22,2596950,-0.000866457,0.0589802,-0.0402031,0.0606005,-4.98152,0.0626843,1045,6108,1,0.225832,2,3.32671,2,3.34245,5,6.05103
0.5,1,8760.22,2599944,-0.00074363,0.0593101,-0.039735,0.0605296,-4.98171,0.0616678,1041,6530,1,0.216795,2,3.46295,2,3.42228,5,6.23923
0.5,1,8770.22,2602971,-0.00116237,0.0596343,-0.0396225,0.0601057,-4.98182,0.0616572,1042,6952,1,0.209762,2,3.5826,3,3.40735,5,6.52465
0.5,1,8780.22,2605967,-0.00163378,0.0603354,-0.0381426,0.0599712,-4.98071,0.0613232,1041,7412,1,0.207364,3,3.65089,3,3.55682,6,6.8072
0.5,1,8790.22,2608971,-0.0015039,0.060556,-0.0385733,0.0600203,-4.98089,0.0618734,1043,7829,1,0.221359,3,3.82021,3,3.67967,6,7.11266
0.5,1,8800.22,2611978,-0.000744297,0.0605723,-0.0383073,0.0596884,-4.98193,0.0615733,1042,4137,1,0.219089,2,2.34989,2,2.47467,4,4.3628
0.5,1,8810.22,2615008,-0.00125602,0.0614011,-0.0388684,0.059834,-4.98276,0.0610076,1039,4576,1,0.207364,2,2.55519,2,2.68552,4,4.79594
0.5,1,8820.22,2617992,-0.00121108,0.0625761,-0.0388407,0.0589458,-4.9823,0.0609329,1038,4979,1,0.204939,2,2.74445,2,2.90568,4,5.1845
0.5,1,8830.22,2621001,-0.00142155,0.0618051,-0.0399394,0.0595576,-4.98232,0.0605667,1036,5382,1,0.204939,2,2.89793,2,3.11031,5,5.39667
0.5,1,8840.22,2624000,-0.00152171,0.0618308,-0.0397741,0.0594952,-4.9829,0.0609143,1037,5797,1,0.202485,2,3.04975,2,3.25208,5,5.67389
0.5,1,8850.22,2626984,-0.000505059,0.061535,-0.0401199,0.0591937,-4.98331,0.0606813,1040,6217,1,0.209762,2,3.19124,2,3.33302,5,5.93742
0.5,1,8860.22,2629994,7.56842e-05,0.0615599,-0.0400208,0.0592369,-4.9841,0.0605232,1037,6630,1,0.202485,2,3.38098,2,3.5198,5,6.28347
0.5,1,8870.22,2633004,0.0003756,0.0600106,-0.0399779,0.0594566,-4.98326,0.0597307,1037,7049,1,0.207364,2,3.50057,2,3.65377,5,6.54553
0.5,1,8880.22,2636005,0.000259394,0.0606546,-0.0410343,0.0603353,-4.98359,0.0607834,1036,7472,1,0.2,2,3.63015,2,3.82832,5,6.86265
0.5,1,8890.22,2638980,-1.32971e-05,0.0603598,-0.0400521,0.060134,-4.98258,0.0600153,1035,7868,1,0.197484,2,3.65554,3,3.83575,6,6.92589
0.5,1,8900.22,2641984,-5.13105e-05,0.0598468,-0.0413056,0.0599445,-4.98219,0.0592512,1036,4173,1,0.209762,2,2.31517,2,2.52071,4,4.35224
0.5,1,8910.22,2644964,-0.000332769,0.0594647,-0.0411029,0.0599576,-4.98235,0.058735,1033,4597,1,0.202485,2,2.48938,2,2.64178,4,4.67739
0.5,1,8920.22,2647970,-0.000396314,0.0599604,-0.0408657,0.0590409,-4.98249,0.0586834,1032,5037,1,0.204939,2,2.67432,2,2.8464,5,4.96044
