dForagingMean,dSurvTransitionBroodingForaging,dSurvTransitionForagingBrooding,gtime,event,dispersal_avg,dispersal_std,num_female,num_male,fem_avg,fem_std,femLarv_avg,femLarv_std,malLarv_avg,malLarv_std,totLarv_avg,totLarv_std,relatedness,beta0_avg,beta0_std,beta1_avg,beta1_std,beta2_avg,beta2_std,beta3_avg,beta3_std,beta4_avg,beta4_std
80,0.95,0.95,13000,3425065,-5.00983,0.0780552,972,9129,0,1.002,1,1.44603,1,1.41704,2,2.40312,0.558286,-0.023959,0.0637942,0.0142434,0.0716584,-0.00695283,0.0752726,-0.0223602,0.0842052,-0.0351475,0.0661906
80,0.95,0.95,14000,3688699,-5.00095,0.0860837,991,8965,0,1.01143,1,1.46663,1,1.50732,2,2.59827,0.551436,-0.0226937,0.0728974,0.0145934,0.0756492,-0.0207035,0.0822354,-0.0108907,0.0919931,-0.0348518,0.0741872
80,0.95,0.95,15000,3952220,-4.98993,0.0823184,977,8960,0,1.00449,1,1.54855,1,1.59185,2,2.66383,0.550115,-0.0247772,0.0746001,0.0167333,0.0720926,-0.0180205,0.0833572,-0.0110799,0.0921994,-0.038526,0.0642712
80,0.95,0.95,16000,4215751,-4.99828,0.088982,984,9125,0,1.00995,1,1.61431,1,1.60904,2,2.78801,0.584213,-0.0164696,0.0823475,0.0161332,0.0686982,-0.0274204,0.0876069,-0.0115907,0.103685,-0.0380662,0.065902
80,0.95,0.95,17002,4480090,-5.00433,0.093949,1014,9122,1,0.134164,1,1.60873,1,1.6775,2,2.86566,0.486411,-0.00937314,0.0841888,0.0162267,0.0687067,-0.0209506,0.0871278,-0.0165206,0.101354,-0.0371019,0.0679408
80,0.95,0.95,18002,4743517,-5.02222,0.0912801,1022,8944,1,0.161245,1,1.61307,1,1.67541,2,2.78657,0.581486,-0.00563892,0.0918098,0.0215228,0.0654079,-0.0163713,0.0919856,-0.0186392,0.101382,-0.0364836,0.0722901
80,0.95,0.95,19002,5006989,-5.01036,0.0953723,1016,9008,1,0.141421,1,1.72945,1,1.55628,2,2.81158,0.562176,-0.000432263,0.0899449,0.0208505,0.0669103,-0.0128103,0.0913433,-0.0157297,0.105032,-0.0307329,0.0724027
80,0.95,0.95,20002,5270301,-5.00164,0.0908154,1024,9204,1,0.154919,1,1.63615,1,1.70939,2,2.94907,0.550249,0.0054192,0.0960921,0.0202959,0.0643809,-0.00798456,0.0925347,-0.00939281,0.113622,-0.0288334,0.0760729
80,0.95,0.95,21002,5533106,-5.0104,0.0941126,1018,8907,1,0.148324,1,1.81052,1,1.73465,2,3.09015,0.53644,0.0137041,0.0858268,0.0269864,0.0753785,-0.00968162,0.0962024,-0.0126148,0.127369,-0.0286124,0.0767218
80,0.95,0.95,22002,5797034,-5.01094,0.0944295,1021,9053,1,0.151658,1,1.90919,1,1.81879,2,3.26481,0.543649,0.010293,0.0905236,0.0223507,0.0743145,-0.0115882,0.103831,-0.0209689,0.127396,-0.0269326,0.0730196
80,0.95,0.95,23002,6059528,-5.00576,0.0946929,1023,9122,1,0.158114,1,1.78997,1,1.67809,2,3.07539,0.526542,0.00727194,0.0921981,0.0304314,0.0725176,-0.0161419,0.110669,-0.0131107,0.133263,-0.0373266,0.0820188
80,0.95,0.95,24002,6322966,-5.01524,0.094764,1013,9094,1,0.114018,1,1.61926,1,1.62696,2,2.81016,0.51072,-0.00314211,0.100485,0.0194975,0.0728145,-0.00228036,0.109814,-0.00956106,0.139945,-0.022792,0.078465
80,0.95,0.95,25002,6585879,-5.01224,0.0995033,1010,9210,1,0.109545,1,1.66193,1,1.71435,2,2.97439,0.555478,0.0206093,0.092838,0.0212336,0.070842,-0.0145621,0.132972,-0.0179554,0.164106,-0.0291537,0.0845887
80,0.95,0.95,26002,6848945,-5.02069,0.100765,1019,9119,1,0.158114,1,1.78522,1,1.67988,2,3.05336,0.498022,0.0302104,0.0897805,0.0157556,0.0695918,-0.00495901,0.134366,-0.00415919,0.143427,-0.0211563,0.0963453
80,0.95,0.95,27002,7112322,-5.02396,0.0966991,1022,9157,1,0.154919,1,1.84282,1,1.90893,2,3.34843,0.574355,0.0292148,0.102623,0.0257563,0.0728715,-0.0224257,0.146558,-0.0178618,0.158721,-0.0295596,0.0989713
80,0.95,0.95,28002,7375380,-5.02532,0.100482,1019,9225,1,0.144914,1,1.67003,1,1.8262,2,3.04237,0.543087,0.043828,0.0951867,0.026263,0.0818695,-0.0383407,0.152418,-0.0154221,0.161743,-0.0304019,0.0898331
80,0.95,0.95,29002,7638311,-5.02092,0.108828,1018,9104,1,0.141421,1,1.71056,1,1.82538,2,3.10451,0.574747,0.0355501,0.0856569,0.0225737,0.0874301,-0.0445494,0.155127,-0.0249587,0.148587,-0.0319586,0.0897843
